Date,Open,High,Low,Close,Adj Close,Volume
2016-11-24,165.5399932861328,168.77000427246094,163.05999755859375,167.11000061035156,161.32589721679688,4795770
2016-11-25,167.17999267578125,170.97999572753906,165.69000244140625,167.7100067138672,161.90512084960938,3010020
2016-11-28,167.60000610351562,169.6699981689453,167.02000427246094,167.77999877929688,161.9727020263672,1185320
2016-11-29,168.39999389648438,168.61000061035156,164.52000427246094,165.0399932861328,159.99505615234375,2786930
2016-11-30,165.22000122070312,168.14999389648438,162.55999755859375,165.80999755859375,160.7415008544922,3609265
2016-12-01,165.82000732421875,170.58999633789062,165.82000732421875,167.1300048828125,162.0211639404297,5174245
2016-12-02,167.0,167.00999450683594,162.64999389648438,163.0,158.0174102783203,3760315
2016-12-05,163.00999450683594,164.58999633789062,161.38999938964844,163.44000244140625,158.4439697265625,2343670
2016-12-06,164.5800018310547,167.2100067138672,164.02000427246094,166.5,161.41043090820312,3124680
2016-12-07,167.58999633789062,168.97999572753906,166.0,168.07000732421875,162.9324493408203,2771560
2016-12-08,169.8000030517578,171.02000427246094,168.83999633789062,170.19000244140625,164.98764038085938,2073135
2016-12-09,171.0,174.57000732421875,170.6199951171875,173.69000244140625,168.3806610107422,3130815
2016-12-12,174.60000610351562,174.60000610351562,171.0,171.72000122070312,166.4708709716797,2019645
2016-12-13,171.22000122070312,175.58999633789062,169.97000122070312,171.05999755859375,165.83102416992188,3190025
2016-12-14,171.08999633789062,175.0,170.41000366210938,173.9600067138672,168.6424102783203,3345335
2016-12-15,173.60000610351562,182.33999633789062,172.58999633789062,181.25999450683594,175.71925354003906,10372485
2016-12-16,182.0,184.3000030517578,179.60000610351562,182.6699981689453,177.08612060546875,8310600
2016-12-19,182.6999969482422,185.1999969482422,181.49000549316406,182.30999755859375,176.7371368408203,4227820
2016-12-20,182.60000610351562,183.1999969482422,178.47999572753906,179.0500030517578,173.57679748535156,3829135
2016-12-21,179.39999389648438,181.52999877929688,178.6300048828125,179.33999633789062,173.85794067382812,2669110
2016-12-22,179.5800018310547,179.5800018310547,174.39999389648438,175.32000732421875,169.96083068847656,1812620
2016-12-23,175.1999969482422,176.5800018310547,172.22999572753906,175.4199981689453,170.05776977539062,1947735
2016-12-26,175.33999633789062,179.60000610351562,173.44000244140625,177.85000610351562,172.41348266601562,4654220
2016-12-27,178.1999969482422,179.0,176.3000030517578,178.27999877929688,172.830322265625,2843125
2016-12-28,178.94000244140625,181.27999877929688,176.75999450683594,177.5,172.0741729736328,3070655
2016-12-29,177.22000122070312,180.1999969482422,175.80999755859375,179.27000427246094,173.7900848388672,3826885
2016-12-30,178.75,184.52999877929688,178.11000061035156,183.64999389648438,178.03616333007812,4112110
2017-01-02,184.4600067138672,185.5800018310547,182.6999969482422,183.8699951171875,178.2494659423828,2550125
2017-01-03,183.83999633789062,190.39999389648438,182.25,189.27999877929688,183.49407958984375,5850455
2017-01-04,189.99000549316406,192.14999389648438,186.38999938964844,187.02000427246094,181.3031768798828,5133640
2017-01-05,188.75999450683594,189.36000061035156,185.36000061035156,186.22999572753906,180.53732299804688,3454185
2017-01-06,187.55999755859375,187.8000030517578,183.75999450683594,184.5800018310547,178.93775939941406,2459470
2017-01-09,184.75999450683594,186.6999969482422,183.8000030517578,184.4199981689453,178.78265380859375,2609425
2017-01-10,185.60000610351562,188.44000244140625,185.05999755859375,186.4499969482422,180.7506103515625,3106445
2017-01-11,186.75999450683594,188.10000610351562,185.83999633789062,187.3000030517578,181.57461547851562,1607105
2017-01-12,187.55999755859375,187.55999755859375,184.77999877929688,185.6199951171875,179.94595336914062,1909955
2017-01-13,186.02000427246094,186.75999450683594,184.32000732421875,185.19000244140625,179.52911376953125,1760045
2017-01-16,185.5500030517578,185.5500030517578,182.39999389648438,183.0,177.40603637695312,1699755
2017-01-17,183.39999389648438,184.60000610351562,182.60000610351562,183.77999877929688,178.16221618652344,1390625
2017-01-18,183.8000030517578,188.05999755859375,183.8000030517578,187.7100067138672,181.9720916748047,3984080
2017-01-19,188.39999389648438,189.60000610351562,185.47000122070312,185.8800048828125,180.19802856445312,2429350
2017-01-20,186.27000427246094,187.60000610351562,184.02999877929688,184.75999450683594,179.1122589111328,1146395
2017-01-23,185.0,187.60000610351562,183.82000732421875,184.63999938964844,178.9959259033203,2437705
2017-01-24,184.8000030517578,186.8000030517578,184.8000030517578,186.02999877929688,180.34344482421875,1182375
2017-01-25,187.33999633789062,187.39999389648438,185.30999755859375,186.6999969482422,180.99295043945312,3212485
2017-01-27,187.1999969482422,194.9600067138672,187.1999969482422,192.41000366210938,186.52841186523438,5545845
2017-01-30,192.99000549316406,194.3800048828125,191.4199981689453,192.1300048828125,186.25697326660156,1941435
2017-01-31,192.74000549316406,192.74000549316406,186.82000732421875,187.89999389648438,182.15626525878906,2256335
2017-02-01,188.74000549316406,194.1999969482422,186.47999572753906,192.1999969482422,186.32481384277344,3720135
2017-02-02,192.6999969482422,192.6999969482422,190.39999389648438,191.7100067138672,185.84982299804688,1667530
2017-02-03,191.7100067138672,196.39999389648438,190.52000427246094,193.47000122070312,187.55599975585938,3691600
2017-02-06,194.0,201.47999572753906,192.8000030517578,200.16000366210938,194.04151916503906,6853140
2017-02-07,200.1999969482422,205.9600067138672,200.1999969482422,204.10000610351562,197.861083984375,8499690
2017-02-08,203.60000610351562,204.1999969482422,201.02000427246094,202.8800048828125,196.67835998535156,2972130
2017-02-09,205.0,211.97999572753906,204.89999389648438,205.5399932861328,199.25704956054688,10574080
2017-02-10,206.97999572753906,207.2100067138672,202.77000427246094,204.35000610351562,198.1034393310547,3087060
2017-02-13,205.75999450683594,205.82000732421875,201.14999389648438,202.61000061035156,196.41661071777344,2545985
2017-02-14,202.5,205.75999450683594,200.64999389648438,204.72000122070312,198.4621124267578,5458460
2017-02-15,205.0,214.2899932861328,204.80999755859375,210.1199951171875,203.69705200195312,12870440
2017-02-16,210.0,212.66000366210938,209.11000061035156,210.6199951171875,204.18174743652344,5818870
2017-02-17,210.99000549316406,212.86000061035156,205.47000122070312,207.5800018310547,201.23468017578125,5755040
2017-02-20,208.1999969482422,211.63999938964844,207.39999389648438,210.0500030517578,203.62918090820312,2411400
2017-02-21,211.0,211.89999389648438,209.10000610351562,209.55999755859375,203.15415954589844,1610810
2017-02-22,210.74000549316406,210.74000549316406,206.5500030517578,207.60000610351562,201.2540740966797,1277690
2017-02-23,206.0,209.17999267578125,206.0,207.02000427246094,200.6918182373047,2694985
2017-02-27,206.97999572753906,209.27999877929688,205.0500030517578,207.7100067138672,201.3607177734375,2689025
2017-02-28,208.1999969482422,211.99000549316406,207.67999267578125,208.6300048828125,202.25259399414062,4159690
2017-03-01,209.86000061035156,210.7899932861328,208.1999969482422,210.02999877929688,203.60980224609375,1663785
2017-03-02,211.1999969482422,211.60000610351562,206.39999389648438,206.77999877929688,200.4591522216797,2076410
2017-03-03,207.1999969482422,208.97000122070312,204.6300048828125,208.0800018310547,201.71939086914062,1912835
2017-03-06,208.3000030517578,210.8000030517578,206.67999267578125,209.92999267578125,203.5128631591797,1646120
2017-03-07,209.55999755859375,210.4199981689453,207.5800018310547,208.24000549316406,201.87451171875,1102965
2017-03-08,207.10000610351562,209.0500030517578,205.8699951171875,206.6300048828125,200.31373596191406,1529895
2017-03-09,207.60000610351562,207.60000610351562,204.8000030517578,205.88999938964844,199.59634399414062,1112140
2017-03-10,206.94000244140625,206.9600067138672,203.1199951171875,204.44000244140625,198.190673828125,2072045
2017-03-14,209.8000030517578,209.8000030517578,203.8000030517578,204.2899932861328,198.04525756835938,1513605
2017-03-15,204.17999267578125,205.64999389648438,203.57000732421875,204.00999450683594,197.77381896972656,2069660
2017-03-16,204.3000030517578,207.49000549316406,204.3000030517578,206.0500030517578,199.75148010253906,2022940
2017-03-17,204.8000030517578,211.58999633789062,204.8000030517578,208.8000030517578,202.41738891601562,4287475
2017-03-20,209.39999389648438,209.5800018310547,206.39999389648438,208.0500030517578,201.69032287597656,1290595
2017-03-21,208.39999389648438,209.9600067138672,204.92999267578125,205.75999450683594,199.47030639648438,2199140
2017-03-22,206.0,206.00999450683594,199.91000366210938,200.47999572753906,194.35171508789062,3150515
2017-03-23,200.60000610351562,201.86000061035156,197.1999969482422,200.0500030517578,193.93487548828125,3645425
2017-03-24,200.0,203.1699981689453,200.0,201.19000244140625,195.04002380371094,2492980
2017-03-27,200.49000549316406,204.0,198.75,203.4199981689453,197.2018585205078,2748970
2017-03-28,204.0,206.38999938964844,201.7899932861328,204.72999572753906,198.4718017578125,1966040
2017-03-29,204.97999572753906,205.75999450683594,202.30999755859375,204.05999755859375,197.82228088378906,861095
2017-03-30,204.6999969482422,205.0,200.13999938964844,200.61000061035156,194.47775268554688,4998710
2017-03-31,202.0,204.16000366210938,201.16000366210938,202.99000549316406,196.78500366210938,2475595
2017-04-03,201.02000427246094,203.60000610351562,199.44000244140625,202.92999267578125,196.72682189941406,1229775
2017-04-05,201.39999389648438,203.7899932861328,201.39999389648438,202.35000610351562,196.16456604003906,1408810
2017-04-06,202.35000610351562,202.35000610351562,198.22000122070312,198.6999969482422,192.62612915039062,1807095
2017-04-07,198.8000030517578,201.52000427246094,198.0500030517578,198.5500030517578,192.480712890625,2009475
2017-04-10,199.0,202.0,199.0,200.52999877929688,194.4001922607422,920165
2017-04-11,200.60000610351562,206.64999389648438,200.52999877929688,205.92999267578125,199.63511657714844,2772060
2017-04-12,207.97999572753906,209.60000610351562,203.75999450683594,207.17999267578125,200.846923828125,3639180
2017-04-13,207.60000610351562,208.77999877929688,205.5,206.42999267578125,200.11984252929688,1417500
2017-04-17,206.39999389648438,213.41000366210938,200.5800018310547,212.58999633789062,206.09153747558594,3155070
2017-04-18,214.39999389648438,214.82000732421875,208.25,209.5399932861328,203.13478088378906,3559925
2017-04-19,209.5800018310547,212.72000122070312,208.52000427246094,212.07000732421875,205.5874481201172,1577530
2017-04-20,213.5,216.80999755859375,211.1999969482422,213.64999389648438,207.119140625,2720690
2017-04-21,214.5800018310547,215.07000732421875,210.1999969482422,211.77000427246094,205.29661560058594,1684800
2017-04-24,212.1999969482422,213.82000732421875,211.0,211.55999755859375,205.09304809570312,1004020
2017-04-25,211.39999389648438,213.60000610351562,211.05999755859375,212.22000122070312,205.7328643798828,1703790
2017-04-26,212.3000030517578,216.8800048828125,208.8000030517578,212.8000030517578,206.29513549804688,3696500
2017-04-27,212.5800018310547,214.86000061035156,209.1999969482422,211.3000030517578,204.8409881591797,1977405
2017-04-28,213.38999938964844,215.8000030517578,210.60000610351562,211.5399932861328,205.07363891601562,1520265
2017-05-02,212.0,213.00999450683594,209.25,211.89999389648438,205.4226531982422,797225
2017-05-03,212.0,213.60000610351562,208.72000122070312,210.7100067138672,204.26902770996094,1368655
2017-05-04,211.00999450683594,211.1999969482422,208.8000030517578,210.11000061035156,203.68736267089844,529995
2017-05-05,209.8000030517578,209.8000030517578,203.3300018310547,205.72000122070312,199.43154907226562,1091400
2017-05-08,205.9499969482422,207.8000030517578,201.77999877929688,202.75,196.5523223876953,2103880
2017-05-09,202.75,204.44000244140625,200.4199981689453,202.25999450683594,196.07730102539062,1244625
2017-05-10,202.25999450683594,206.77000427246094,202.10000610351562,204.07000732421875,197.8319854736328,1305650
2017-05-11,204.1999969482422,205.3800048828125,201.60000610351562,202.3800048828125,196.1936492919922,1039030
2017-05-12,201.0,202.25,194.5800018310547,198.89999389648438,192.8200225830078,2795905
2017-05-15,199.02000427246094,201.60000610351562,199.02000427246094,200.0500030517578,193.93487548828125,1572985
2017-05-16,201.52000427246094,201.8000030517578,197.6999969482422,201.16000366210938,195.01092529296875,891245
2017-05-17,201.8000030517578,205.39999389648438,201.77999877929688,203.82000732421875,197.58963012695312,1686645
2017-05-18,203.82000732421875,203.82000732421875,199.82000732421875,200.50999450683594,194.38079833984375,842920
2017-05-19,201.0,202.1699981689453,198.60000610351562,200.02999877929688,193.91549682617188,748390
2017-05-22,200.39999389648438,201.50999450683594,195.86000061035156,197.44000244140625,191.40464782714844,1317670
2017-05-23,197.6999969482422,199.10000610351562,193.36000061035156,196.2899932861328,190.289794921875,1752515
2017-05-24,196.2899932861328,197.77999877929688,194.24000549316406,196.52999877929688,190.5224609375,1475775
2017-05-25,198.13999938964844,198.52000427246094,193.55999755859375,196.88999938964844,190.8714599609375,2375275
2017-05-26,197.1999969482422,206.58999633789062,197.02999877929688,205.2100067138672,198.93714904785156,2777760
2017-05-29,206.8000030517578,209.77999877929688,202.0800018310547,205.2100067138672,198.93714904785156,4331310
