Date,Open,High,Low,Close,Adj Close,Volume
2016-11-24,809.4000244140625,833.0,799.7999877929688,830.0999755859375,784.0091552734375,34354
2016-11-25,820.0,855.0,820.0,850.4000244140625,803.18212890625,55400
2016-11-28,853.0,854.9000244140625,842.4500122070312,847.8499755859375,800.7736206054688,22496
2016-11-29,854.9500122070312,857.5,848.1500244140625,854.0,806.5821533203125,98194
2016-11-30,853.2999877929688,867.0,845.0499877929688,860.5999755859375,812.8157348632812,27306
2016-12-01,860.0,861.9500122070312,844.0,859.1500244140625,811.4462280273438,125086
2016-12-02,859.5,859.5,841.0,845.1500244140625,798.2235107421875,37092
2016-12-05,856.0,856.0,843.9500122070312,849.5499877929688,802.379150390625,17350
2016-12-06,847.5,852.5,840.0499877929688,845.7999877929688,798.8374633789062,113804
2016-12-07,839.0999755859375,851.4500122070312,839.0999755859375,847.9500122070312,800.8681640625,12658
2016-12-08,850.0,852.1500244140625,840.0499877929688,844.5999755859375,797.7040405273438,21888
2016-12-09,842.0,851.2000122070312,840.0499877929688,849.7000122070312,802.5209350585938,47462
2016-12-12,850.0,850.0,835.0,836.3499755859375,789.912109375,15969
2016-12-13,839.0499877929688,839.8499755859375,781.0,798.0499877929688,753.7387084960938,280525
2016-12-14,798.0,802.0,781.5499877929688,790.2000122070312,746.3245849609375,22506
2016-12-15,797.9000244140625,804.0,788.0499877929688,796.4000244140625,752.1803588867188,12368
2016-12-16,796.0999755859375,804.9500122070312,793.9500122070312,800.4000244140625,755.958251953125,17562
2016-12-19,800.0,814.9500122070312,785.3499755859375,794.75,750.6219482421875,15898
2016-12-20,805.5499877929688,805.5499877929688,785.3499755859375,790.1500244140625,746.2774047851562,11880
2016-12-21,792.25,800.0,784.0,786.5499877929688,742.8772583007812,10013
2016-12-22,799.7000122070312,799.9500122070312,782.0,788.75,744.955078125,13786
2016-12-23,792.2000122070312,796.0,782.2999877929688,794.1500244140625,750.0553588867188,16413
2016-12-26,790.0,795.5499877929688,774.2000122070312,779.75,736.454833984375,37566
2016-12-27,785.0,790.0,773.0,782.1500244140625,738.7216796875,23154
2016-12-28,785.0,788.2999877929688,777.9000244140625,782.25,738.8160400390625,12119
2016-12-29,788.0,792.9000244140625,779.0,784.6500244140625,741.082763671875,14413
2016-12-30,787.0,800.0,779.9500122070312,787.9000244140625,744.15234375,13003
2017-01-02,799.0,809.7999877929688,780.0999755859375,805.2999877929688,760.586181640625,14651
2017-01-03,792.2000122070312,812.0,792.2000122070312,810.1500244140625,765.1669311523438,11705
2017-01-04,811.2999877929688,813.5,805.0499877929688,807.75,762.9000854492188,13327
2017-01-05,812.5,815.0,805.0,809.8499755859375,764.8836059570312,20554
2017-01-06,804.5,812.9500122070312,801.0499877929688,804.0,759.3583374023438,46621
2017-01-09,808.5,819.9500122070312,802.0,818.0499877929688,772.6282958984375,10809
2017-01-10,814.25,819.4000244140625,800.3499755859375,804.5,759.8306274414062,15368
2017-01-11,804.5,812.0,800.0499877929688,804.4500122070312,759.7835083007812,8370
2017-01-12,809.0999755859375,811.8499755859375,802.0,805.5,760.7750244140625,6951
2017-01-13,803.0,815.0,803.0,811.0999755859375,766.0640869140625,10413
2017-01-16,805.0,819.9000244140625,803.0,816.7999877929688,771.4476928710938,9245
2017-01-17,817.0,819.9000244140625,806.0,814.7999877929688,769.55859375,9263
2017-01-18,814.9000244140625,834.9000244140625,806.5499877929688,824.0999755859375,778.3423461914062,11203
2017-01-19,827.5,839.9500122070312,815.0,827.75,781.7896728515625,14302
